,itemA,itemB,freqAB,supportAB,freqA,supportA,freqB,supportB,confidenceAtoB,confidenceBtoA,lift
4697,Bunched Cilantro,Jalapeno Peppers,610,0.097177395,9765,1.555634855,9115,1.452085172,0.062467998,0.066922655,0.043019514
5169,Organic Italian Parsley Bunch,Organic Mint,377,0.060058816,13009,2.072427428,4263,0.679126614,0.028979937,0.088435374,0.042672362
1576,Organic Yellow Squash,Organic Zucchini,355,0.056554058,2402,0.382655906,22466,3.578995664,0.147793505,0.015801656,0.041294687
4066,Organic Dill,Organic Italian Parsley Bunch,290,0.046199089,3431,0.54658302,13009,2.072427428,0.084523463,0.022292259,0.040784764
4067,Organic Thyme,Organic Italian Parsley Bunch,351,0.055916829,4176,0.665266887,13009,2.072427428,0.084051724,0.026981321,0.040557137
1947,Green Bell Pepper,Organic Bell Pepper,383,0.061014659,11807,1.880940167,5076,0.808643372,0.032438384,0.075453113,0.040114574
1903,Pure Sparkling Water,Sparkling Water Grapefruit,640,0.101956611,6152,0.980057924,16368,2.607540329,0.104031209,0.039100684,0.039896299
1442,Red Peppers,Green Bell Pepper,892,0.142102027,11889,1.894003358,11807,1.880940167,0.075027336,0.075548403,0.03988821
5213,Bunched Cilantro,Green Onions,355,0.056554058,9765,1.555634855,5753,0.916494349,0.036354327,0.061706936,0.039666722
4744,Fresh Ginger Root,Garlic,258,0.041101259,5165,0.822821713,7943,1.265377128,0.049951597,0.03248143,0.03947566
1901,Sparkling Lemon Water,Sparkling Water Grapefruit,736,0.117250103,7178,1.143507116,16368,2.607540329,0.102535525,0.044965787,0.0393227
1899,Peach Pear Flavored Sparkling Water,Sparkling Water Grapefruit,462,0.073599929,4619,0.735839979,16368,2.607540329,0.10002165,0.028225806,0.03835862
5221,Organic Whole Milk,Whole Milk Plain Yogurt,573,0.091283028,29348,4.675347847,3216,0.512331971,0.019524329,0.178171642,0.038108746
1047,Raspberries,Clementines,476,0.075830229,12376,1.971585967,6386,1.01733581,0.038461538,0.074538052,0.037806138
5156,Organic Garlic,Organic Thyme,585,0.093194715,23678,3.772075996,4176,0.665266887,0.024706479,0.140086207,0.037137695
4235,Organic Garbanzo Beans,Organic Black Beans,319,0.050818998,6550,1.043462192,8233,1.311576217,0.04870229,0.038746508,0.037132642
3745,Organic Jalapeno Pepper,Organic Cilantro,384,0.061173967,4398,0.700633087,14861,2.367464371,0.087312415,0.025839446,0.036880139
3846,Organic Zucchini,Globe Eggplant,472,0.075193001,22466,3.578995664,3651,0.581630605,0.021009526,0.129279649,0.036121768
4072,Organic Leek,Organic Italian Parsley Bunch,312,0.049703848,4194,0.668134417,13009,2.072427428,0.074391989,0.023983396,0.035896064
4073,Organic Mint,Organic Italian Parsley Bunch,315,0.05018177,4263,0.679126614,13009,2.072427428,0.073891626,0.024214006,0.035654626
4842,Green Onions,Bunched Cilantro,314,0.050022462,5753,0.916494349,9765,1.555634855,0.054580219,0.032155658,0.035085495
1932,Green Bell Pepper,Yellow Bell Pepper,356,0.056713365,11807,1.880940167,5414,0.862489207,0.030151605,0.065755449,0.03495882
3801,Hass Avocados,Blackberries,283,0.045083939,10605,1.689452907,4828,0.769135185,0.026685526,0.058616404,0.034695495
1439,Organic Red Bell Pepper,Green Bell Pepper,807,0.128560914,12480,1.988153916,11807,1.880940167,0.064663462,0.068349284,0.034378266
5172,Organic Ginger Root,Organic Mint,263,0.041897795,11339,1.806384396,4263,0.679126614,0.023194285,0.061693643,0.034153109
1057,Clementines,Hass Avocados,368,0.058625051,6386,1.01733581,10605,1.689452907,0.057626057,0.034700613,0.034109301
5185,Organic Red Onion,Organic Jalapeno Pepper,341,0.054323757,14431,2.298962273,4398,0.700633087,0.023629686,0.077535243,0.033726192
3477,Organic Carrot Bunch,Organic Small Bunch Celery,601,0.09574363,7698,1.226346863,14546,2.317282601,0.078072227,0.041317201,0.033691284
5157,Organic Small Bunch Celery,Organic Thyme,325,0.051774842,14546,2.317282601,4176,0.665266887,0.022342912,0.07782567,0.033584885
5158,Organic Yellow Onion,Organic Thyme,533,0.08491074,24267,3.86590794,4176,0.665266887,0.021963984,0.1276341,0.033015297
5183,Green Bell Pepper,Organic Jalapeno Pepper,273,0.043490867,11807,1.880940167,4398,0.700633087,0.023121877,0.06207367,0.033001406
4846,Red Onion,Bunched Cilantro,474,0.075511615,9397,1.497009804,9765,1.555634855,0.05044163,0.048540707,0.032425109
5523,Yellow Onions,Organic Tomato Paste,308,0.049066619,15834,2.522470281,3781,0.602340541,0.019451813,0.081459931,0.032293713
4704,Red Onion,Jalapeno Peppers,440,0.07009517,9397,1.497009804,9115,1.452085172,0.046823454,0.048272079,0.032245667
5018,Broccoli Crown,Green Beans,284,0.045243246,9016,1.436313759,6172,0.983244068,0.031499556,0.046014258,0.032036355
5139,Organic Reduced Fat 2% Milk,Organic Large Brown Grade AA Cage Free Eggs,355,0.056554058,10131,1.613941292,6930,1.103998929,0.035040963,0.051226551,0.031740034
5184,Organic Garlic,Organic Jalapeno Pepper,526,0.08379559,23678,3.772075996,4398,0.700633087,0.022214714,0.119599818,0.03170663
4161,Organic Garlic,Organic Ginger Root,1356,0.21602057,23678,3.772075996,11339,1.806384396,0.05726835,0.119587265,0.031703302
4010,Organic Ginger Root,Organic Coconut Milk,335,0.053367914,11339,1.806384396,5864,0.934177449,0.029544052,0.05712824,0.031625738
5522,Organic Yellow Onion,Organic Tomato Paste,462,0.073599929,24267,3.86590794,3781,0.602340541,0.0190382,0.122189897,0.031607037
5514,Organic Garlic,Organic Rosemary,267,0.042535024,23678,3.772075996,2241,0.357007446,0.01127629,0.11914324,0.031585588
5160,Carrots,Organic Thyme,327,0.052093456,15813,2.51912483,4176,0.665266887,0.020679188,0.078304598,0.031084048
5170,Organic Cilantro,Organic Mint,311,0.049544541,14861,2.367464371,4263,0.679126614,0.020927259,0.072953319,0.03081496
3820,Raspberries,Blueberries,725,0.115497724,12376,1.971585967,12136,1.933352238,0.058581125,0.059739618,0.030300285
4707,Limes,Jalapeno Peppers,1326,0.211241354,30149,4.802952918,9115,1.452085172,0.043981558,0.145474493,0.030288553
5552,Organic Yellow Onion,Organic Low Sodium Vegetable Broth,256,0.040782644,24267,3.86590794,2188,0.348564164,0.010549306,0.117001828,0.030265032
4695,Organic Cilantro,Jalapeno Peppers,653,0.104027605,14861,2.367464371,9115,1.452085172,0.043940515,0.071640154,0.030260288
5535,Yellow Onions,Organic Low Sodium Chicken Broth,289,0.046039782,15834,2.522470281,3803,0.6058453,0.018251863,0.075992637,0.030126277
2559,Red Raspberries,Organic Blackberries,356,0.056713365,5633,0.897377485,13298,2.11846721,0.063199006,0.026770943,0.029832421
4077,Organic Small Bunch Celery,Organic Italian Parsley Bunch,898,0.14305787,14546,2.317282601,13009,2.072427428,0.061735185,0.069029134,0.029788828
1783,Organic Yellow Onion,Organic Garlic,2722,0.433634212,24267,3.86590794,23678,3.772075996,0.112168789,0.114959034,0.02973662
5515,Organic Garlic,Organic Fresh Basil,288,0.045880475,23678,3.772075996,2578,0.410693974,0.012163189,0.111714507,0.029616187
5004,Organic Blackberries,Red Raspberries,353,0.056235443,13298,2.11846721,5633,0.897377485,0.026545345,0.06266643,0.029581024
4070,Organic Garlic,Organic Italian Parsley Bunch,1442,0.229720989,23678,3.772075996,13009,2.072427428,0.060900414,0.110846337,0.02938603
5159,Yellow Onions,Organic Thyme,307,0.048907312,15834,2.522470281,4176,0.665266887,0.019388657,0.073515326,0.029144179
3803,Strawberries,Blackberries,678,0.108010285,30470,4.854090531,4828,0.769135185,0.022251395,0.14043082,0.028930408
1791,Organic White Onions,Organic Garlic,552,0.087937577,5069,0.807528221,23678,3.772075996,0.108897218,0.02331278,0.028869307
2002,Bunched Cilantro,Red Onion,422,0.06722764,9765,1.555634855,9397,1.497009804,0.043215566,0.044907949,0.028867924
2274,Bunched Cilantro,Limes,1348,0.214746112,9765,1.555634855,30149,4.802952918,0.138044035,0.044711267,0.028741492
1946,Red Peppers,Organic Bell Pepper,276,0.043968789,11889,1.894003358,5076,0.808643372,0.023214736,0.054373522,0.02870825
1436,Organic Bell Pepper,Green Bell Pepper,272,0.04333156,5076,0.808643372,11807,1.880940167,0.0535855,0.023037181,0.028488679
1594,Globe Eggplant,Organic Zucchini,370,0.058943666,3651,0.581630605,22466,3.578995664,0.101342098,0.016469331,0.028315792
3804,Blueberries,Blackberries,264,0.042057102,12136,1.933352238,4828,0.769135185,0.021753461,0.054681027,0.028283013
5616,Organic Strawberries,Organic Nectarine,722,0.115019802,57010,9.082103747,2816,0.448609089,0.012664445,0.256392045,0.028230469
5187,Limes,Organic Jalapeno Pepper,595,0.094787787,30149,4.802952918,4398,0.700633087,0.019735315,0.135288768,0.028167831
2280,Organic Jalapeno Pepper,Limes,593,0.094469172,4398,0.700633087,30149,4.802952918,0.134834015,0.019668977,0.02807315
4994,Strawberries,Red Seedless Grapes,262,0.041738488,30470,4.854090531,1936,0.308418749,0.008598622,0.135330579,0.027879698
4371,Organic Kiwi,Organic D'Anjou Pears,505,0.080450138,10735,1.710162844,10609,1.690090136,0.047042385,0.047601093,0.027834246
3996,Carrots,Organic Celery Hearts,357,0.056872672,15813,2.51912483,5160,0.822025177,0.022576361,0.069186047,0.027464318
5529,Organic Yellow Onion,Organic Vegetable Broth,270,0.043012945,24267,3.86590794,2546,0.405596143,0.011126221,0.106048704,0.027431772
5521,Organic Garlic,Organic Tomato Paste,391,0.062289117,23678,3.772075996,3781,0.602340541,0.016513219,0.103411796,0.027415088
5225,Organic Whole Milk,YoBaby Peach Pear Yogurt,253,0.040304723,29348,4.675347847,1978,0.315109651,0.00862069,0.127906977,0.027357746
4026,Organic Yellow Onion,Organic Diced Tomatoes,508,0.08092806,24267,3.86590794,4811,0.766426962,0.020933778,0.105591353,0.027313468
5528,Organic Garlic,Organic Vegetable Broth,262,0.041738488,23678,3.772075996,2546,0.405596143,0.011065124,0.10290652,0.027281136
3854,Organic Zucchini,Organic Butternut Squash,403,0.064200804,22466,3.578995664,4141,0.659691135,0.017938218,0.097319488,0.027191843
5621,Organic Strawberries,Organic Black Plum,285,0.045402553,57010,9.082103747,1155,0.183999822,0.004999123,0.246753247,0.027169173
4061,Organic Cilantro,Organic Italian Parsley Bunch,836,0.133180823,14861,2.367464371,13009,2.072427428,0.056254626,0.064263202,0.027144317
5563,Organic Reduced Fat 2% Milk,Organic Milk,259,0.041260566,10131,1.613941292,5918,0.942780038,0.025565097,0.043764785,0.027116715
4849,Limes,Bunched Cilantro,1270,0.20232015,30149,4.802952918,9765,1.555634855,0.042124117,0.130056324,0.027078409
1069,Hass Avocados,Raspberries,566,0.090167878,10605,1.689452907,12376,1.971585967,0.053371051,0.045733678,0.027070111
5272,Organic Strawberries,Organic Yellow Peaches,1119,0.178264762,57010,9.082103747,4567,0.727556004,0.019628135,0.245018612,0.026978178
3739,Jalapeno Peppers,Organic Cilantro,581,0.092557486,9115,1.452085172,14861,2.367464371,0.063741086,0.039095619,0.026923778
3480,Carrots,Organic Small Bunch Celery,983,0.156598982,15813,2.51912483,14546,2.317282601,0.062164042,0.067578716,0.026826267
1437,Orange Bell Pepper,Green Bell Pepper,424,0.067546255,8408,1.339454978,11807,1.880940167,0.050428164,0.0359109,0.026810084
2127,Organic Cilantro,Organic Red Onion,912,0.145288171,14861,2.367464371,14431,2.298962273,0.061368683,0.063197284,0.02669408
4749,Yellow Onions,Garlic,534,0.085070047,15834,2.522470281,7943,1.265377128,0.033724896,0.067229007,0.026652051
2270,Organic Cilantro,Limes,1900,0.302683689,14861,2.367464371,30149,4.802952918,0.127851423,0.063020332,0.026619337
4448,Boneless Skinless Chicken Breasts,No Salt Added Black Beans,270,0.043012945,10691,1.703153327,5958,0.949152326,0.025254887,0.045317221,0.026607834
2510,Organic Raspberries,Organic Sliced Peaches,274,0.043650174,29163,4.645876014,2220,0.353661995,0.009395467,0.123423423,0.026566233
4851,Roma Tomato,Bunched Cilantro,352,0.056076136,8520,1.357297385,9765,1.555634855,0.041314554,0.036047107,0.026558002
1393,Green Bell Pepper,Organic Red Bell Pepper,623,0.099248389,11807,1.880940167,12480,1.988153916,0.052765309,0.049919872,0.026539851
3747,Organic Red Onion,Organic Cilantro,902,0.143695099,14431,2.298962273,14861,2.367464371,0.062504331,0.060695781,0.026401382
3485,Organic Romaine Lettuce,Organic Small Bunch Celery,461,0.073440621,7565,1.205159005,14546,2.317282601,0.060938533,0.031692562,0.026297411
3872,Organic Small Bunch Celery,Organic Leek,255,0.040623337,14546,2.317282601,4194,0.668134417,0.017530593,0.060801144,0.026238122
5425,Fresh Cauliflower,Organic Green Cabbage,295,0.046995625,15387,2.451259961,4595,0.732016606,0.019172028,0.064200218,0.026190701
5569,Limes,Mint,281,0.044765325,30149,4.802952918,2235,0.356051603,0.009320375,0.125727069,0.026177036
3863,Organic Zucchini,Organic Spaghetti Squash,275,0.043809481,22466,3.578995664,2938,0.468044568,0.012240719,0.093601089,0.026152893
4159,Organic Cilantro,Organic Ginger Root,702,0.111833658,14861,2.367464371,11339,1.806384396,0.047237736,0.061910221,0.026150434
4087,Organic Celery Hearts,Organic Italian Parsley Bunch,279,0.04444671,5160,0.822025177,13009,2.072427428,0.054069767,0.021446691,0.026090066
4424,Green Bell Pepper,Orange Bell Pepper,412,0.065634568,11807,1.880940167,8408,1.339454978,0.034894554,0.049000951,0.026051308
5127,Bunched Cilantro,Roma Tomato,345,0.054960986,9765,1.555634855,8520,1.357297385,0.035330261,0.040492958,0.02602986
2009,Roma Tomato,Red Onion,331,0.052730685,8520,1.357297385,9397,1.497009804,0.038849765,0.035224008,0.025951577
4172,Organic Lacinato (Dinosaur) Kale,Organic Ginger Root,434,0.069139327,9263,1.475662638,11339,1.806384396,0.046853071,0.03827498,0.025937487
4164,Organic Small Bunch Celery,Organic Ginger Root,681,0.108488206,14546,2.317282601,11339,1.806384396,0.046816994,0.060058206,0.025917515
5175,Organic Lemon,Organic Mint,331,0.052730685,18849,3.002781504,4263,0.679126614,0.017560613,0.077644851,0.025857643
1963,Green Bell Pepper,Red Peppers,578,0.092079564,11807,1.880940167,11889,1.894003358,0.04895401,0.048616368,0.025846845
3150,Organic Reduced Fat Milk,Organic Whole String Cheese,408,0.06499734,7693,1.225550327,12884,2.052514027,0.053035227,0.031667184,0.025839154
2273,Jalapeno Peppers,Limes,1131,0.180176449,9115,1.452085172,30149,4.802952918,0.124081185,0.037513682,0.025834354
1058,Raspberries,Hass Avocados,540,0.086025891,12376,1.971585967,10605,1.689452907,0.043632838,0.050919378,0.025826608
3984,Organic Garlic,Organic White Onions,492,0.078379145,23678,3.772075996,5069,0.807528221,0.020778782,0.097060564,0.025731338
3489,Organic Cucumber,Organic Small Bunch Celery,1025,0.163289885,17325,2.759997324,14546,2.317282601,0.059163059,0.070466108,0.025531223
3736,Organic Italian Parsley Bunch,Organic Cilantro,781,0.124418927,13009,2.072427428,14861,2.367464371,0.06003536,0.052553664,0.025358506
5288,Organic Whole String Cheese,Whipped Cream Cheese,348,0.055438907,12884,2.052514027,6692,1.066083815,0.027010245,0.052002391,0.025335949
6085,Organic Avocado,Organic Bagged Carrots,271,0.043172253,37688,6.003969936,1784,0.284204053,0.007190618,0.15190583,0.025300898
3886,Organic Lemon,Organic Large Green Asparagus,313,0.049863155,18849,3.002781504,4122,0.656664298,0.016605655,0.075934013,0.025287891
2135,Organic Jalapeno Pepper,Organic Red Onion,255,0.040623337,4398,0.700633087,14431,2.298962273,0.0579809,0.017670293,0.025220466
3753,Limes,Organic Cilantro,1799,0.286593661,30149,4.802952918,14861,2.367464371,0.059670304,0.121055111,0.025204309
1937,Cucumber Kirby,Yellow Bell Pepper,454,0.072325471,20935,3.335096333,5414,0.862489207,0.021686171,0.083856668,0.025143702
6100,Large Lemon,Lime,296,0.047154933,32705,5.210142134,2262,0.360352897,0.009050604,0.130857648,0.025115946
3943,Organic Italian Parsley Bunch,Organic Basil,296,0.047154933,13009,2.072427428,5697,0.907573146,0.022753478,0.05195717,0.025070683
2531,Organic Unsweetened Almond Milk,Frozen Organic Wild Blueberries,326,0.051934149,12465,1.985764308,6551,1.043621499,0.026153229,0.049763395,0.025060071
1959,Orange Bell Pepper,Red Peppers,399,0.063563575,8408,1.339454978,11889,1.894003358,0.047454805,0.033560434,0.025055291
3887,Organic Hass Avocado,Organic Large Green Asparagus,754,0.120117632,45829,7.30088989,4122,0.656664298,0.016452465,0.182920912,0.025054605
4219,Cucumber Kirby,Feta Cheese Crumbles,584,0.093035408,20935,3.335096333,6996,1.114513205,0.027895868,0.083476272,0.025029643
4121,Organic Small Bunch Celery,Organic Carrot Bunch,446,0.071051013,14546,2.317282601,7698,1.226346863,0.03066135,0.057937127,0.025002184
3795,Strawberries,Rainbow Bell Peppers,300,0.047792161,30470,4.854090531,2472,0.39380741,0.00984575,0.121359223,0.025001434
4382,Organic Gala Apples,Organic D'Anjou Pears,663,0.105620677,15697,2.500645194,10609,1.690090136,0.04223737,0.062494109,0.024991194
3964,Organic Lacinato (Dinosaur) Kale,Organic Baby Broccoli,253,0.040304723,9263,1.475662638,6863,1.093325347,0.027312966,0.036864345,0.024981553
1440,Yellow Bell Pepper,Green Bell Pepper,254,0.04046403,5414,0.862489207,11807,1.880940167,0.046915405,0.021512662,0.024942529
3809,Hass Avocados,Organic Spring Mix,291,0.046358397,10605,1.689452907,6919,1.10224655,0.027439887,0.042058101,0.024894509
4181,Organic Coconut Milk,Organic Ginger Root,263,0.041897795,5864,0.934177449,11339,1.806384396,0.044849932,0.023194285,0.024828565
5186,Organic Yellow Onion,Organic Jalapeno Pepper,422,0.06722764,24267,3.86590794,4398,0.700633087,0.017389871,0.095952706,0.024820225
2001,Jalapeno Peppers,Red Onion,338,0.053845835,9115,1.452085172,9397,1.497009804,0.037081733,0.035968926,0.024770535
3279,Organic Broccoli,Fresh Cauliflower,511,0.081405982,8424,1.342003893,15387,2.451259961,0.060660019,0.033209852,0.024746465
5573,Large Lemon,Shallot,484,0.077104687,32705,5.210142134,3763,0.599473012,0.01479896,0.128620781,0.024686617
1087,Baby Cucumbers,Strawberries,362,0.057669208,3022,0.481426373,30470,4.854090531,0.11978822,0.011880538,0.024677789
3217,Organic Large Brown Grade AA Cage Free Eggs,Organic Reduced Fat 2% Milk,276,0.043968789,6930,1.103998929,10131,1.613941292,0.03982684,0.027243115,0.024676759
1075,Blueberries,Raspberries,589,0.093831944,12136,1.933352238,12376,1.971585967,0.048533289,0.047592114,0.02461637
1053,Strawberries,Packaged Grape Tomatoes,335,0.053367914,30470,4.854090531,2805,0.44685671,0.010994421,0.11942959,0.024603907
4678,Organic D'Anjou Pears,Organic Navel Orange,382,0.060855352,10609,1.690090136,9190,1.464033212,0.036007164,0.041566921,0.024594499
4383,Apple Honeycrisp Organic,Organic D'Anjou Pears,761,0.121232783,18350,2.923287209,10609,1.690090136,0.04147139,0.071731549,0.024537975
1779,Organic Ginger Root,Organic Garlic,1039,0.165520186,11339,1.806384396,23678,3.772075996,0.091630655,0.043880395,0.024291837
1951,Organic Cucumber,Organic Bell Pepper,340,0.05416445,17325,2.759997324,5076,0.808643372,0.01962482,0.066981875,0.024268819
4040,Organic Yellow Onion,Organic Russet Potato,658,0.104824141,24267,3.86590794,7018,1.118017963,0.027115012,0.093758906,0.024252752
